incident_number,incident_types,reported_date,nearest_populated_centre,province,company,status,latitude,longitude,approx_vol_released,substance,release_type,significant,year,occurrence_date_and_time,discovered_date_and_time,detailed_what_happened,what_happened_category,detailed_why_it_happened,why_it_happened_category,duration_of_interruption_of_pipeline_operations,pipeline_or_facility_type,activity_being_performed_at_time_of_incident,how_the_incident_was_discovered,closed_date,pipeline_or_facility_equipment_involved,rupture,incident_type,released_substance_type,released_volume_m3,pipe_body_release,residual_effects_on_the_environment,source_of_explosion,source_of_fire,activity_at_time_of_fatality,number_of_fatalities,type_of_injury,number_of_individuals_injured,workdays_lost,work_restricted_by_injury,conditions_that_resulted_in_the_operation_beyond_limits,conditions_that_resulted_in_adverse_effects_on_the_environment,number_of_people_evacuated,regulation,pipeline_name,pipeline_outside_diameter_nps,pipeline_length_km,substance_carried,facility_name,facility_type,facility_latitude,facility_longitude,country,affects_company_property,off_company_property,affects_pipeline_right_of_way,affects_off_pipeline_right_of_way,land_use,population_density,kilometre_post,emergency_level,investigation_type,was_neb_staff_deployed,related_neb_event_number,equipment_or_component_involved,design_standard,nominal_pipe_size,material,material_grade,schedule,design_wall_thickness_mm,custom_design_wall_thickness_mm,actual_wall_thickness_mm,licensed_maximum_operating_pressure_k_pa,restricted_operating_pressure_k_pa,actual_operating_pressure_at_time_of_failure_k_pa,designed_depth_of_cover_m,actual_depth_of_cover_m,year_of_manufacture,year_of_installation,year_when_put_into_service,most_recent_cathodic_protection_reading_at_incident_site_m_v_vs_cu_cu_so4,weld_type,seam_type,seam_joining_method,seam_clock_position,coating_location,coating_type,coating_condition,application_method,year_when_the_coating_was_applied,insulation_installed,repair_type,repair_date,equipment_or_component_has_never_been_inspected,most_recent_inspection_date_for_the_failed_equipment_or_component,type_of_most_recent_inspection,most_recent_inspection_part_of_the_routine_inspection_program,no_maintenance_done_on_this_equipment_or_component,date_of_the_most_recent_maintenance_work_for_the_failed_equipment_or_component,most_recent_maintenance_type,most_recent_maintenance_work_part_of_the_routine_maintenance_program,reported_year,reported_month,reported_day
INC2014-129,Serious Injury (NEB or TSB),2014-10-17,Sherwood Park,Alberta,Enbridge Pipelines Inc.,Closed,53.54267,-113.35517,0,Not Applicable,Not Applicable,Yes,2014,10/16/2014 11:20,10/16/2014 11:20,"Substandard Acts, Improper loading;Substandard Acts, Using equipment improperly;Substandard Conditions, Congestion or restricted action","External Interference, Incorrect Operation","Personal factors, Inadequate mental or psychological capability, Memory failure",Human Factors,NA,Transmission,Maintenance,Employee / Contractor (Onsite),12/8/2014,No,No,Serious Injury (NEB or TSB),NA,NA,NA,No,NA,NA,NA,NA,Fracture,1,NA,No,NA,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,10,17
INC2014-128,Fire,2014-10-16,Fort Simpson,Northwest Territories,Enbridge Pipelines Inc.,Closed,61.86168,-121.34796,0,Not Applicable,Not Applicable,No,2014,10/16/2014 2:15,10/16/2014 2:15,"Damage or deterioration mechanism, Other Causes, Unknown;Substandard Acts, Using defective equipment;Substandard Acts, Failure to follow procedure or policy or practice;Substandard Conditions, Defective tools, equipment or materials","External Interference, Incorrect Operation, Other Causes","Personal factors, Lack of skill, Inadequate practice;Personal factors, Improper motivation, Improper attempt to save time or effort",Human Factors,Short-term interruption,NA,Operation,SCADA,10/25/2016,Yes,No,Fire,NA,NA,NA,No,NA,Under Investigation or Unknown,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Line 21,"305.00000000, 323.90000000",989.5584688,Crude Oil,NA,Meter,NA,NA,Canada,Yes,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),494,Level I,Standard Review - 168 days,No,"INC1997-057, INC2014-097","Pipeline, Valve, Ball, Other (please explain);Station/Facility, Power Generation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,10,16
INC2014-127,Release of Substance,2014-10-03,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.9446616,0,Natural Gas - Sweet,Gas,No,2014,10/2/2014 1:00,10/2/2014 1:00,"Damage or deterioration mechanism, Construction, Defective Other Joint;Substandard Acts, Using equipment improperly;Substandard Acts, Failure to follow procedure or policy or practice","Defect and Deterioration, Incorrect Operation","Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules",Standards and Procedures,NA,NA,Maintenance,NA,12/22/2014,No,No,Release of Substance,Natural Gas - Sweet,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,PINE RIVER GAS PLANT (PRGP),NA,55.56909171,-121.9446616,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,Legal Subdivision,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,10,3
INC2014-126,Serious Injury (NEB or TSB),2014-10-02,Camrose,Alberta,Enbridge Pipelines Inc.,Closed,53.00696,-112.82689,0,Not Applicable,Not Applicable,Yes,2014,10/2/2014 7:00,10/2/2014 7:00,"Damage or deterioration mechanism, Other Causes, Improper Operation",Incorrect Operation,"Personal factors, Lack of skill, Infrequent performance;Personal factors, Improper motivation, Improper attempt to save time or effort;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules","Human Factors, Standards and Procedures",NA,Transmission,Operation,Employee / Contractor (Onsite),12/2/2014,Yes,No,Serious Injury (NEB or TSB),NA,NA,NA,No,NA,NA,NA,NA,Fracture,2,NA,No,NA,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),Legal Subdivision,Level II,Category B,No,NA,Vehicle / mobile equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,10,2
INC2014-124,Release of Substance,2014-10-02,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.5724,-121.9442,0.382,Sulphur,Miscellaneous,No,2014,10/2/2014 3:50,10/2/2014 3:50,"Damage or deterioration mechanism, Material Loss, Internal Material Loss;Substandard Acts, Failure to identify hazard or risk","Corrosion and Cracking, Incorrect Operation","Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring",Maintenance,NA,NA,Operation,NA,6/16/2017,Yes,No,Release of Substance,Sulphur,0.382,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),10 or fewer dwelling units per km,Legal Subdivision,Level I,Standard Review - 168 days,No,NA,"Processing Plant, Sulphur plant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,NA,NA,No,Yes,NA,NA,No,2014,10,2
INC2014-123,Operation Beyond Design Limits,2014-09-29,Not specified,Ontario,Trans-Northern Pipelines Inc.,Closed,43.69319,-79.60875,0,Not Applicable,Not Applicable,No,2014,9/29/2014 11:34,9/29/2014 11:34,"Substandard Conditions, Inadequate or improper protective equipment;Substandard Conditions, Inadequate instructions or procedures",External Interference,"Job or system factors, Inadequate engineering, Inadequate or improper controls",Engineering and Planning,NA,NA,Operation,Employee / Contractor (Onsite),5/4/2015,Yes,No,Operation Beyond Design Limits,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,Over Pressure,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,"INC2015-002, INC2016-008","Station/Facility, Metering, Receiving, Piping",NA,NA,NA,NA,NA,NA,NA,NA,6619,NA,7433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,NA,NA,No,Yes,NA,NA,No,2014,9,29
INC2014-121,Release of Substance,2014-09-22,Flume Ridge,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.461,-66.99757,0.3,Natural Gas - Sweet,Gas,No,2014,9/22/2014 9:30,9/22/2014 9:30,"Substandard Acts, Failure to identify hazard or risk;Substandard Acts, Failure to check or monitor",Incorrect Operation,"Job or system factors, Inadequate purchasing, Inadequate specifications to vendors;Job or system factors, Inadequate purchasing, Inadequate receiving inspection and acceptance",Inadequate Procurement,NA,NA,Maintenance,Employee / Contractor (Onsite),3/11/2015,Yes,No,Release of Substance,Natural Gas - Sweet,0.3,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Mainline,"762.00000000, 863.60000000",574.8807991,Natural Gas,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Contains buildings greater than 4 stories above ground,518,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Pigging, Launching, Closure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,9,22
INC2014-120,Release of Substance,2014-09-19,Chitwan,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.569092,-121.944662,0,Sulphur,Miscellaneous,No,2014,NA,9/19/2014 12:00,NA,To be determined,NA,To be determined,NA,NA,Operation,NA,8/15/2017,No,No,Release of Substance,Sulphur,NA,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,9,19
INC2014-112,Fire,2014-09-08,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.191516,-118.194326,0,Not Applicable,Not Applicable,No,2014,NA,9/8/2014 2:30,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing",Equipment Failure,"Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,No pipeline interruption,NA,Operation,Employee / Contractor (Onsite),4/25/2017,Yes,No,Fire,NA,NA,NA,No,NA,Under Investigation or Unknown,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,NA,Meter,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Valve, Pressure relief, Seal/Packing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Yes,NA,NA,No,Yes,NA,NA,No,2014,9,8
INC2014-111,Fatality,2014-09-02,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.146303,-120.669169,0,Not Applicable,Not Applicable,Yes,2014,9/2/2014 3:32,9/2/2014 3:32,"Substandard Acts, Failure to identify hazard or risk",Incorrect Operation,"Personal factors, Inadequate mental or psychological capability, Fears and phobias;Personal factors, Inadequate mental or psychological capability, Emotional disturbance;Personal factors, Inadequate mental or psychological capability, Mental illness;Personal factors, Physical or physiological stress, Injury or illness;Personal factors, Physical or physiological stress, Fatigue due to lack of rest;Personal factors, Mental or psychological stress, Emotional overload;Personal factors, Mental or psychological stress, Confusing directions or demands;Personal factors, Mental or psychological stress, Preoccupation with problems;Personal factors, Mental or psychological stress, Mental illness;Job or system factors, Inadequate leadership and/or supervision, Unclear or conflicting reporting relationships;Job or system factors, Inadequate leadership and/or supervision, Lack of supervisory or management job knowledge;Job or system factors, Inadequate leadership and/or supervision, Inadequate or incorrect performance feedback;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules","Human Factors, Inadequate Supervision, Standards and Procedures",No pipeline interruption,Processing,Operation,Employee / Contractor (Onsite),6/30/2016,No,No,Fatality,NA,NA,NA,No,NA,NA,Vehicle Accident,1,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Contains buildings greater than 4 stories above ground,NA,Level III,Category C,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,9,2
INC2014-110,Release of Substance,2014-08-24,Not Specified,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56909171,-121.9446616,8.25,Sulphur,Miscellaneous,No,2014,8/24/2014 2:00,8/24/2014 2:00,"Damage or deterioration mechanism, Cracking, Corrosion Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring","Engineering and Planning, Maintenance",NA,NA,Operation,NA,8/23/2017,No,No,Release of Substance,Sulphur,8.25,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,8,24
INC2014-106,Release of Substance,2014-08-13,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,1e-4,Natural Gas Liquids,Gas,No,2014,8/13/2014 5:00,8/13/2014 5:00,"Damage or deterioration mechanism, Equipment;Damage or deterioration mechanism, Other Causes, Improper Operation","Equipment Failure, Incorrect Operation","Job or system factors, Inadequate leadership and/or supervision, Inadequate work planning or programming;Job or system factors, Excessive wear and tear, Inadequate inspection and/or monitoring;Job or system factors, Excessive wear and tear, Inadequate maintenance","Inadequate Supervision, Maintenance",NA,NA,Operation,Employee / Contractor (Onsite),2/5/2015,Yes,No,Release of Substance,Natural Gas Liquids,1e-4,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,Line 1,"508.00000000, 864.00000000",1255.999121,Crude Oil,NA,Meter,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),0,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Metering, Receiving, Fitting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,8,13
INC2014-105,Fire,2014-08-11,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.547403,-113.355714,0,Not Applicable,Not Applicable,No,2014,8/11/2014 3:30,8/11/2014 3:30,"Damage or deterioration mechanism, Construction, Defective Pipe or Component Body",Defect and Deterioration,"Job or system factors, Excessive wear and tear, Improper loading or rate of use",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),11/25/2014,Yes,No,Fire,NA,NA,NA,No,NA,Equipment & Electrical,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,EPI - Edmonton Terminal,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,Vehicle / mobile equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,8,11
INC2014-104,Release of Substance,2014-08-06,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.569092,-121.944662,63,Sulphur,Miscellaneous,No,2014,8/4/2014 9:51,8/4/2014 9:51,"Damage or deterioration mechanism, Equipment, Valve Seals or Packing;Substandard Acts, Using equipment improperly","Equipment Failure, Incorrect Operation","Job or system factors, Inadequate engineering, Inadequate monitoring of construction;Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly","Engineering and Planning, Maintenance",No pipeline interruption,NA,Operation,Employee / Contractor (Onsite),10/18/2016,No,No,Release of Substance,Sulphur,63,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,PPR,Grizzly Pipeline,"273.10000000, 508.00000000, 610.00000000",160.6451852,Natural Gas Sour,NA,NA,NA,NA,Canada,Yes,No,No,No,Developed Land - Industrial,Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,8,6
INC2014-101,Release of Substance,2014-08-01,Maple,Ontario,TransCanada PipeLines Limited,Closed,43.873742,-79.579834,0,Natural Gas - Sweet,Gas,No,2014,7/31/2014 11:00,7/31/2014 11:00,NA,To be determined,NA,To be determined,NA,NA,Operation,Employee / Contractor (Onsite),5/11/2017,No,No,Release of Substance,Natural Gas - Sweet,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Contains buildings greater than 4 stories above ground,NA,Level I,Standard Review - 168 days,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,8,1
INC2014-097,Fire,2014-07-18,Not specified,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.93969,-120.16184,0,Not Applicable,Not Applicable,No,2014,7/18/2014 1:30,7/18/2014 1:30,"Damage or deterioration mechanism, Structural Degradation, Corrosion Fatigue;Substandard Conditions, Fire and explosion hazards","Defect and Deterioration, External Interference","Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs","Engineering and Planning, Maintenance",NA,NA,Operation,Employee / Contractor (Onsite),2/17/2016,No,No,Fire,NA,NA,NA,No,NA,Equipment & Electrical,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,"26 Alberta Mainline""",660.4,57.94913728,Natural Gas Sweet,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),17.3,Level I,Standard Review - 168 days,No,INC2014-128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,7,18
INC2014-096,Release of Substance,2014-07-06,Crossfield,Alberta,NOVA Gas Transmission Ltd.,Closed,51.40375331,-114.0339696,2,Natural Gas - Sweet,Gas,No,2014,7/6/2014 10:00,7/6/2014 10:00,"Damage or deterioration mechanism, Equipment, Gasket/O-ring;Damage or deterioration mechanism, Geotechnical Failure, Soil Subsidence/Slope Movement;Damage or deterioration mechanism, Other Causes, Unknown","Equipment Failure, Natural Force Damage, Other Causes","Job or system factors, Inadequate engineering, Inadequate monitoring of construction;Job or system factors, Inadequate maintenance, Inadequate preventive, Adjustment or assembly","Engineering and Planning, Maintenance",NA,Transmission,Operation,3rd Party / Other Company,5/17/2016,Yes,No,Release of Substance,Natural Gas - Sweet,2,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,No,No,Yes,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Pipeline, Flange, Gasket/O-ring",NA,NPS 8,NA,NA,NA,NA,NA,NA,6895,NA,5645,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,7/8/2014,Yes,NA,NA,No,Yes,NA,NA,No,2014,7,6
INC2014-095,Release of Substance,2014-07-03,Arnprior,Ontario,TransCanada PipeLines Limited,Closed,45.30533,-76.20745,1e-4,Natural Gas - Sweet,Gas,No,2014,7/3/2014 7:30,7/3/2014 7:30,"Damage or deterioration mechanism, Equipment, Ancillary Equipment (See CSA Annex H, Pipeline Failure Records)",Equipment Failure,"Job or system factors, Inadequate engineering, Inadequate standards, specifications and/or design criteria;Job or system factors, Inadequate tools and equipment, Inadequate assessment of needs and risks","Engineering and Planning, Tools and Equipment",NA,NA,Operation,Employee / Contractor (Onsite),2/20/2017,Yes,No,Release of Substance,Natural Gas - Sweet,1e-4,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,TCPL - MLV 1216,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Fitting, Nipple, Thread",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,7,3
INC2014-093,Release of Substance,2014-06-27,Grande Prairie,Alberta,Alliance Pipeline Ltd.,Closed,54.528731,-118.154622,0,Natural Gas - Sweet,Gas,No,2014,5/25/2014 8:00,5/25/2014 8:00,"Damage or deterioration mechanism, Equipment",Equipment Failure,"Job or system factors, Inadequate maintenance, Inadequate preventive, Assessment of needs",Maintenance,NA,NA,Operation,Employee / Contractor (Onsite),11/12/2014,Yes,No,Release of Substance,Natural Gas - Sweet,0,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Metering, Receiving, Valve, Pressure relief, Other (please explain)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Replacement,5/25/2014,No,NA,NA,No,No,5/25/2014,Replacement,No,2014,6,27
INC2014-091,Release of Substance,2014-06-21,Geraldton,Ontario,TransCanada PipeLines Limited,Closed,49.80132,-86.7603,40,Natural Gas - Sweet,Gas,No,2014,6/20/2014 12:00,6/20/2014 12:00,"Damage or deterioration mechanism, Cracking, Fatigue",Corrosion and Cracking,"Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures",Engineering and Planning,No pipeline interruption,Gathering,Operation,Employee / Contractor (Onsite),3/1/2017,Yes,No,Release of Substance,Natural Gas - Sweet,40,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,NA,NA,NA,NA,NA,Meter,NA,NA,Canada,Yes,No,No,No,Developed Land - Industrial,10 or fewer dwelling units per km,MLV 80+0.0,Level I,Standard Review - 168 days,No,NA,"Station/Facility, Compression, Fitting, Nipple, Thread",1981,NPS 1/2,Carbon Steel,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,1981,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,6/20/2014,Visual,Yes,Yes,NA,NA,No,2014,6,21
INC2014-090,Fire,2014-06-20,Kerrobert,Saskatchewan,Enbridge Pipelines Inc.,Closed,51.868264,-109.036068,0,Not Applicable,Not Applicable,No,2014,6/20/2014 10:30,6/20/2014 10:30,"Damage or deterioration mechanism, Other Causes, Improper Operation;Substandard Acts, Using equipment improperly;Substandard Acts, Failure to follow procedure or policy or practice",Incorrect Operation,"Personal factors, Improper motivation, Improper attempt to save time or effort;Job or system factors, Inadequate leadership and/or supervision, Inadequate instructions, orientation and/or training;Job or system factors, Inadequate engineering, Inadequate assessment of loss exposures;Job or system factors, Inadequate work standards, Inadequate maintenance of standards, Monitoring use of procedures or practices or rules","Engineering and Planning, Human Factors, Inadequate Supervision, Standards and Procedures",NA,NA,Maintenance,Employee / Contractor (Onsite),9/29/2014,Yes,No,Fire,NA,NA,NA,No,NA,Equipment & Electrical,NA,NA,NA,NA,NA,NA,NA,NA,0,OPR,EPI - Kerrobert Terminal,NA,NA,NA,NA,NA,NA,NA,Canada,Yes,No,No,No,Unknown Land Use (Historical Data Migration),Unknown Population Density (Historical Data Migration),NA,Level I,Standard Review - 168 days,No,NA,Vehicle / mobile equipment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,No,NA,NA,No,No,NA,NA,No,2014,6,20
